"medcode"	"term"	"database"
"3517731010"	"obstructed labour with shoulder dystocia"	"Aurum"
"3517985017"	"postpartum major depression in remission"	"Aurum"
"3518481017"	"twin live born in hospital by vaginal delivery"	"Aurum"
"3530782018"	"estimated date of delivery from antenatal ultrasound scan"	"Aurum"
"2581000000117"	"complete postnatal care"	"Aurum"
"2601000000114"	"partial postnatal care - one visit"	"Aurum"
"2991000000112"	"prescription exemption form - pregnancy"	"Aurum"
"9511000006113"	"other specified obstetric operations"	"Aurum"
"13341000000110"	"baaf b1-obstetric report sent"	"Aurum"
"18961000006113"	"other problems affecting labour"	"Aurum"
"19491000006117"	"other pregnancy complication - delivered with postnatal comp"	"Aurum"
"19801000006110"	"other phlebitis and thrombosis in pregnancy and puerperium"	"Aurum"
"19861000006111"	"other phlebitis/thrombosis in pregnancy and puerperium nos"	"Aurum"
"19871000006116"	"other phlebitis/thrombosis in pregnancy/puerperium - deliv"	"Aurum"
"19881000006118"	"other phlebitis/thrombosis in pregnancy/puerperium unsp"	"Aurum"
"24851000006118"	"obstetric operation"	"Aurum"
"24951000006110"	"other obstetric pulmonary embolism - delivered + p/n comp"	"Aurum"
"24981000006119"	"other obstetric pulmonary embolism with antenatal comp"	"Aurum"
"24991000006116"	"other obstetric pulmonary embolism with postnatal comp"	"Aurum"
"25601000006119"	"other obstetric breast infection - deliv with p/n comp"	"Aurum"
"26531000006116"	"other mat infective/parasit dis in pregnancy - not delivered"	"Aurum"
"26551000006111"	"other mat. venereal dis. in pregnancy/childbirth/puerp. nos"	"Aurum"
"26601000006113"	"other mat.infective/parasitic dis in pregnancy - delivered"	"Aurum"
"26661000006114"	"other maternal venereal dis. in pregnancy-baby not delivered"	"Aurum"
"26671000006119"	"other maternal venereal disease during pregnancy- baby deliv"	"Aurum"
"26691000006118"	"venereal disease in pregnancy"	"Aurum"
"26701000006118"	"other maternal viral dis. in pregnancy/childbirth/puerp. nos"	"Aurum"
"26711000006115"	"other maternal viral dis. in pregnancy/childbirth/puerperium"	"Aurum"
"26721000006111"	"other maternal viral dis.in pregnancy-baby not yet delivered"	"Aurum"
"26731000006114"	"other maternal viral disease in pregnancy - baby delivered"	"Aurum"
"26751000006119"	"other maternal viral disease, unspec in pregnancy/puerperium"	"Aurum"
"26841000006111"	"other medical condition in pregnancy/childbirth/puerperium"	"Aurum"
"28821000006115"	"other immediate postpartum haemorrhage - deliv with p/n prob"	"Aurum"
"29071000006115"	"other immediate postpartum haemorrhage with postnatal prob"	"Aurum"
"30211000006113"	"other feto-placental problems"	"Aurum"
"30911000006117"	"other blood-group isoimmunisation with antenatal problem"	"Aurum"
"34291000006114"	"other complications of labour and delivery - deliv +p/n prob"	"Aurum"
"34341000006112"	"other complications of labour and delivery with a/n problem"	"Aurum"
"34351000006114"	"other complications of labour and delivery with p/n problem"	"Aurum"
"34401000006118"	"other complications of obstetric anaesthesia -del + p/n prob"	"Aurum"
"34441000006116"	"other complications of obstetric procedures - del +p/n prob"	"Aurum"
"34471000006112"	"other complications of obstetric procedures with p/n problem"	"Aurum"
"35001000006114"	"other complication obstetric surg wound -delivered +p/n comp"	"Aurum"
"35011000006112"	"complication of obstetrical surgical wound"	"Aurum"
"35081000006117"	"other cervical abnormality in pregnancy/childbirth/puerp"	"Aurum"
"35091000006119"	"other cervical abnormality in pregnancy/childbirth/puerp nos"	"Aurum"
"35491000006114"	"other cardiovascular disease in pregnancy/childb/puerp nos"	"Aurum"
"35501000006118"	"other cardiovascular diseases in pregnancy/childbirth/puerp"	"Aurum"
"35891000006111"	"other cervical abnormality - baby delivered+postpartum compl"	"Aurum"
"36301000006117"	"other cardiovascular dis in pregnancy - baby not delivered"	"Aurum"
"36311000006119"	"other cardiovascular disease in pregnancy - baby delivered"	"Aurum"
"36621000006118"	"other breast disorder in pregnancy/puerperium/lact +p/n comp"	"Aurum"
"36641000006113"	"other breast disorder in pregnancy/puerperium/lact unspec"	"Aurum"
"36651000006110"	"other breast disorder in pregnancy/puerperium/lactation"	"Aurum"
"36661000006112"	"other breast disorder in pregnancy/puerperium/lactation nos"	"Aurum"
"38051000006119"	"other amniotic/membrane problem with antenatal problem"	"Aurum"
"41631000006114"	"orthopaedic disorder - unsp whether in pregnancy/puerperium"	"Aurum"
"41651000006119"	"orthopaedic disorder during pregnancy - baby not yet delivered"	"Aurum"
"41661000006117"	"orthopaedic disorder in pregnancy/childbirth/puerperium nos"	"Aurum"
"41691000006113"	"orthopaedic disorders during pregnancy, childbirth and the puerperium"	"Aurum"
"56991000006114"	"varicose veins of perineum and vulva in pregnancy and the puerperium"	"Aurum"
"57001000006118"	"varicose veins of perineum and vulva in pregnancy and the puerperium with antenatal complication"	"Aurum"
"57011000006115"	"varicose veins of perineum and vulva in pregnancy and the puerperium with postnatal complication"	"Aurum"
"57021000006111"	"varicose veins of perineum and vulva in pregnancy and the puerperium - delivered"	"Aurum"
"57031000006114"	"varicose veins of perineum and vulva in pregnancy and the puerperium - delivered with postnatal complication"	"Aurum"
"57041000006116"	"vv's of perineum/vulva in pregnancy/puerperium unspecified"	"Aurum"
"61281000006119"	"viral hepatitis complicating pregnancy, childbirth and the puerperium"	"Aurum"
"64001000006115"	"congenital or acquired abnormality of vulva complicating antenatal care - baby not yet delivered"	"Aurum"
"64011000006117"	"congenital or acquired abnormality of vulva complicating postpartum care - baby delivered during previous episode of care"	"Aurum"
"64031000006111"	"congenital or acquired abnormality of vulva - baby delivered with postpartum complication"	"Aurum"
"64041000006118"	"congenital or acquired abnormality of vulva affecting obstetric care"	"Aurum"
"64051000006116"	"vulval abnormality in pregnancy, childbirth and the puerperium"	"Aurum"
"64061000006119"	"vulval abnormality in pregnancy/childbirth/puerperium nos"	"Aurum"
"64071000006114"	"vulval and perineal haematoma during delivery"	"Aurum"
"64091000006110"	"vulval and perineal haematoma during delivery with postnatal problem"	"Aurum"
"64141000006119"	"vulval delivery trauma"	"Aurum"
"64281000006117"	"vulval/perineal trauma during delivery nos"	"Aurum"
"64321000006111"	"vulval/perineal trauma during delivery nos with p/n problem"	"Aurum"
"64351000006119"	"vaginal abnormality in pregnancy, childbirth and the puerperium"	"Aurum"
"64361000006117"	"vaginal abnormality in pregnancy/childbirth/puerperium nos"	"Aurum"
"65491000006119"	"varicose veins of legs in pregnancy and the puerperium with antenatal complication"	"Aurum"
"65501000006110"	"varicose veins of legs in pregnancy and the puerperium with postnatal complication"	"Aurum"
"65511000006113"	"varicose veins of legs in pregnancy and the puerperium - delivered"	"Aurum"
"65521000006117"	"varicose veins of legs in pregnancy and the puerperium - delivered with postnatal complication"	"Aurum"
"65531000006119"	"varicose veins of legs in pregnancy/puerperium unspecified"	"Aurum"
"65551000006114"	"varicose veins of perineum/vulva in pregnancy/puerperium nos"	"Aurum"
"66841000006119"	"venous complication pregnancy/puerperium nos unspecified"	"Aurum"
"66941000006112"	"delivery by vacuum extraction"	"Aurum"
"71291000006110"	"uterine body tumour in pregnancy/childbirth/puerperium nos"	"Aurum"
"71331000006115"	"uterine fibroid - baby delivered with postpartum complication"	"Aurum"
"71351000006110"	"uterine fibroid complicating antenatal care, baby not yet delivered"	"Aurum"
"71361000006112"	"uterine fibroid complicating postpartum care - baby delivered during previous episode of care"	"Aurum"
"71371000006117"	"uterine fibroid in pregnancy/childbirth/puerperium nos"	"Aurum"
"71441000006117"	"uterine operation scar in pregnancy/childbirth/puerp nos"	"Aurum"
"71451000006115"	"uterine operation scar in pregnancy/childbirth/puerp unspec"	"Aurum"
"71831000006112"	"vacuum delivery"	"Aurum"
"71911000006113"	"vtop - vacuum termination of pregnancy"	"Aurum"
"71981000006118"	"vaginal abnormality - baby delivered with postpartum complication"	"Aurum"
"72001000006118"	"vaginal abnormality complicating antenatal care - baby not yet delivered"	"Aurum"
"72011000006115"	"congenital or acquired abnormality of vagina complicating postpartum care - baby delivered during previous episode of care"	"Aurum"
"76631000006118"	"pregnancy-induced hypertension"	"Aurum"
"76691000006119"	"unspecified hypertension in pregnancy/childbirth/puerperium"	"Aurum"
"77151000006117"	"legal termination of pregnancy complicated by damage to pelvic organ and/or tissues"	"Aurum"
"77161000006115"	"legal termination of pregnancy complicated by delayed and/or excessive hemorrhage"	"Aurum"
"77171000006110"	"legal termination of pregnancy complicated by genital-pelvic infection"	"Aurum"
"77331000006114"	"unspecified maternal pyrexia during labour with a/n problem"	"Aurum"
"77991000006114"	"unspecified perineal laceration during delivery + p/n prob"	"Aurum"
"78391000006114"	"unspecified renal disease in pregnancy - del with p/n comp"	"Aurum"
"79271000006110"	"ultrasound scan - obstetric"	"Aurum"
"83411000006114"	"tumour of uterine body - baby delivered with postpartum complication"	"Aurum"
"83431000006115"	"tumour of uterine body complicating postpartum care - baby delivered during previous episode of care"	"Aurum"
"83441000006113"	"tumour of uterine body complicating antenatal care, baby not yet delivered"	"Aurum"
"83451000006110"	"tumour of uterine body in pregnancy, childbirth and the puerperium"	"Aurum"
"85371000006114"	"u-s obstetric diagn. scan nos"	"Aurum"
"85381000006112"	"u-s obstetric scan abnormal"	"Aurum"
"85391000006110"	"us obstetric scan normal"	"Aurum"
"85401000006112"	"us obstetric scan requested"	"Aurum"
"85431000006116"	"us obstetric scan abnormal"	"Aurum"
"85481000006115"	"u-s scan - obstetric, diagn."	"Aurum"
"85491000006117"	"u-s scan -placental localisatn"	"Aurum"
"87191000006118"	"trial forceps delivery"	"Aurum"
"95981000006112"	"transient hypertension of pregnancy"	"Aurum"
"96001000006111"	"transient hypertension of pregnancy with postnatal complication"	"Aurum"
"96011000006114"	"transient hypertension of pregnancy - delivered with postnatal complication"	"Aurum"
"99411000006111"	"toxic reaction to local anaethetic during labour and delivery"	"Aurum"
"101261000006116"	"thyroid dysfunction - unspec whether in pregnancy/puerperium"	"Aurum"
"101281000006114"	"thyroid dysfunction during pregnancy - baby not yet delivered"	"Aurum"
"101291000006112"	"thyroid dysfunction during pregnancy, childbirth and the puerperium"	"Aurum"
"101301000006113"	"thyroid dysfunction in pregnancy/childbirth/puerperium nos"	"Aurum"
"106001000006119"	"third degree perineal tear during delivery with postnatal problem"	"Aurum"
"109521000006114"	"termination of pregnancy nec"	"Aurum"
"109661000006119"	"test request : antenatal"	"Aurum"
"112051000006119"	"symphysiotomy to facilitate delivery"	"Aurum"
"112841000006113"	"syndrome of infant of mother with gestational diabetes"	"Aurum"
"115961000006114"	"superficial thrombophlebitis in pregnancy and the puerperium - delivered with postnatal complication"	"Aurum"
"115971000006119"	"superficial thrombophlebitis in pregnancy and the puerperium with antenatal complication"	"Aurum"
"115981000006116"	"superficial thrombophlebitis in pregnancy and the puerperium with postnatal complication"	"Aurum"
"116001000006117"	"superficial thrombophlebitis in pregnancy and puerperium nos"	"Aurum"
"116021000006110"	"superficial thrombophlebitis in pregnancy and the puerperium - delivered"	"Aurum"
"116031000006113"	"superficial thrombophlebitis in pregnancy/puerperium unsp"	"Aurum"
"124471000006118"	"subluxation of symphysis pubis in pregnancy, childbirth and the puerperium"	"Aurum"
"125571000006118"	"static weight gain pregnancy"	"Aurum"
"126111000006113"	"stenosis of cervix - baby delivered with postpartum complication"	"Aurum"
"126121000006117"	"stenosis of cervix complicating antenatal care - baby not yet delivered"	"Aurum"
"126131000006119"	"stenosis of cervix complicating postnatal care - baby delivered during previous episode of care"	"Aurum"
"126141000006112"	"stenosis of cervix in pregnancy, childbirth and the puerperium"	"Aurum"
"126151000006114"	"stenosis of cervix in pregnancy/childbirth/puerperium nos"	"Aurum"
"126461000006115"	"stenosis of vagina - baby delivered with postpartum complication"	"Aurum"
"126481000006113"	"stenosis of vagina complicating antenatal care - baby not yet delivered"	"Aurum"
"126491000006111"	"stenosis of vagina complicating postpartum care - baby delivered during previous episode of care"	"Aurum"
"126511000006117"	"stenosis of vagina in pregnancy/childbirth/puerperium nos"	"Aurum"
"130121000006117"	"spontaneous breech delivery"	"Aurum"
"130131000006119"	"spontaneous breech delivery"	"Aurum"
"130231000006113"	"spontaneous vaginal delivery"	"Aurum"
"135341000006119"	"spinal and epidural anaesthesia-induced headache during pregnancy"	"Aurum"
"135361000006115"	"spinal and epidural anaesthesia-induced headache during labour and delivery"	"Aurum"
"137031000006119"	"small for gestational age fetus"	"Aurum"
"140281000006110"	"short gestation and unspecified low birthweight problems"	"Aurum"
"148801000006117"	"puerperal sepsis"	"Aurum"
"148811000006119"	"sepsis nos following abortion/ectopic/molar pregnancy"	"Aurum"
"148911000006114"	"septate vagina complicating antenatal care - baby not yet delivered"	"Aurum"
"148921000006118"	"septate vagina complicating postpartum care - baby delivered during previous episode of care"	"Aurum"
"148941000006113"	"septate vagina in pregnancy/childbirth/puerperium nos"	"Aurum"
"149011000006118"	"septic obstetric embolism"	"Aurum"
"152031000006115"	"secondary postpartum haemorrhage - delivered with postnatal problem"	"Aurum"
"154241000006114"	"seen in postnatal clinic"	"Aurum"
"157121000006115"	"second degree perineal tear during delivery with postnatal problem"	"Aurum"
"157431000006110"	"secondary and delayed postpartum haemorrhage"	"Aurum"
"157921000000112"	"sure start antenatal visit"	"Aurum"
"158391000000110"	"sure start postnatal visit"	"Aurum"
"158981000006117"	"rupture of uterus during and after labour - delivered with postnatal problem"	"Aurum"
"158991000006119"	"rupture of uterus during and after labour - delivered with postnatal problem"	"Aurum"
"163661000006116"	"rigid perineum complicating antenatal care - baby not yet delivered"	"Aurum"
"163671000006111"	"rigid perineum complicating postpartum care - baby delivered during previous episode of care"	"Aurum"
"163691000006112"	"rigid perineum in pregnancy/childbirth/puerperium nos"	"Aurum"
"164131000006115"	"risk life pregnant woman greater than if pregnancy terminatd"	"Aurum"
"168021000006110"	"rhesus - random, non-pregnancy sample"	"Aurum"
"168041000006115"	"rhesus screening - 1st pregnancy sample"	"Aurum"
"169081000006119"	"resumed sexual activity after childbirth - no problems"	"Aurum"
"169091000006116"	"resumed sexual activity after childbirth - problems"	"Aurum"
"169341000006110"	"retained placenta, without haemorrhage"	"Aurum"
"169351000006112"	"retained placenta with no haemorrhage - deliv with p/n prob"	"Aurum"
"169391000006118"	"retained placenta without haemorrhage"	"Aurum"
"169401000006116"	"retained placenta without haemorrhage"	"Aurum"
"169411000006118"	"retained portion of placenta or membranes with no haemorrhage"	"Aurum"
"169431000006112"	"retained products with no hemorrhage with postnatal problem"	"Aurum"
"170381000006118"	"retracted nipple in pregnancy, the puerperium or lactation - delivered with postnatal complication"	"Aurum"
"170391000006115"	"retracted nipple in pregnancy, the puerperium or lactation with antenatal complication"	"Aurum"
"170401000006118"	"retracted nipple in pregnancy, the puerperium or lactation with postnatal complication"	"Aurum"
"170411000006115"	"retracted nipple in pregnancy, the puerperium or lactation - delivered"	"Aurum"
"170421000006111"	"retracted nipple in pregnancy/puerperium/lactation nos"	"Aurum"
"170431000006114"	"retracted nipple in pregnancy/puerperium/lactation unspec"	"Aurum"
"170841000006118"	"retroverted incarcerated gravid uterus - delivered with postnatal complication"	"Aurum"
