"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"antihypertensive"
"3061"	"Diltiazem 12hr 180mg modified-release capsules"	"Diltiazem"	"180mg"	"12 Hour Modified Release Capsules"	"Oral"	"02060200"	"Diltiazem"
"3069"	"Acepril 25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Captopril"	"25mg"	"Tablet"	"Oral"	"02050501"	"Captopril"
"3070"	"Methyldopa 500mg tablets"	"Methyldopa"	"500mg"	"Tablet"	"Oral"	"02050200"	"Methyldopa"
"3080"	"TIMOLOL EYE .25 % DRO"	"Timolol"	NA	NA	NA	"00000000"	"Timolol"
"3087"	"Propranolol 40mg/5ml oral solution sugar free"	"Propranolol"	"8mg/1ml"	"Oral solution"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"3118"	"Adizem sr 90mg Modified-release capsule (Napp Pharmaceuticals Ltd)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"3167"	"Propranolol 160mg tablets"	"Propranolol"	"160mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"3203"	"Capozide LS Tablet (E R Squibb and Sons Ltd)"	"Captopril/Hydrochlorothiazide"	"12.5mg + 25mg"	"Tablet"	"Oral"	"02020100/02050501"	"Captopril/Hydrochlorothiazide"
"3221"	"Lacidipine 4mg tablets"	"Lacidipine"	"4mg"	"Tablet"	"Oral"	"02060200"	"Lacidipine"
"3222"	"Valsartan 80mg capsules"	"Valsartan"	"80mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"3285"	"AMILORIDE S/F 5 MG/5ML SOL"	"Amiloride"	NA	NA	NA	"00000000"	"Amiloride"
"3293"	"Moduretic Oral solution (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Amiloride"	NA	"Oral Solution"	"Oral"	"02020100/02020400"	"Hydrochlorothiazide/Amiloride"
"3302"	"Cardene SR 30mg capsules (Astellas Pharma Ltd)"	"Nicardipine"	"30mg"	"Modified-release capsule"	"Oral"	"02060200"	"Nicardipine"
"3310"	"Capoten 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Captopril"	"12.5mg"	"Tablet"	"Oral"	"02050501"	"Captopril"
"3342"	"Securon SR 240mg tablets (Mylan)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"02060200"	"Verapamil"
"3343"	"Half Securon SR 120mg tablets (Mylan)"	"Verapamil"	"120mg"	"Modified-release tablet"	"Oral"	"02060200"	"Verapamil"
"3344"	"Betaloc 100mg tablets (AstraZeneca UK Ltd)"	"Metoprolol"	"100mg"	"Tablet"	"Oral"	"02040000/04070402"	"Metoprolol"
"3370"	"Dilzem xl mr 120mg Modified-release capsule (Elan Pharma)"	"Diltiazem"	"120mg"	"Modified-release Capsule"	"Oral"	"02060200"	"Diltiazem"
"3470"	"Terazosin 1mg tablets"	"Terazosin"	"1mg"	"Tablets"	"Oral"	"02050400/07040150"	"Terazosin"
"3474"	"Betaloc-SA 200mg tablets (AstraZeneca UK Ltd)"	"Metoprolol"	"200mg"	"Modified-release tablet"	"Oral"	"02040000/04070402"	"Metoprolol"
"3509"	"ENALAPRIL MALEATE 40 MG TAB"	"Enalapril"	NA	"Tablet"	"Oral"	"00000000"	"Enalapril"
"3517"	"Hydrochlorothiazide 50mg tablets"	"Hydrochlorothiazide"	"50mg"	"Tablet"	"Oral"	"02020100"	"Hydrochlorothiazide"
"3526"	"Amiloride with atenolol with hydrochlorothiazide capsules"	"Hydrochlorothiazide/Amiloride/Atenolol"	NA	"Capsules"	"Oral"	"02020100/02040000"	"Hydrochlorothiazide/Amiloride/Atenolol"
"3548"	"Chlortalidone 100mg tablets"	"Chlortalidone"	"100mg"	"Tablets"	"Oral"	"02020100/06050200"	"Chlortalidone"
"3676"	"Dilzem xl mr 180mg Modified-release capsule (Elan Pharma)"	"Diltiazem"	"180mg"	"Modified-release Capsule"	"Oral"	"02060200"	"Diltiazem"
"3691"	"Sotalol 160mg with hydrochlorothiazide 25mg tablet"	"Hydrochlorothiazide"	"160mg + 25mg"	"Tablets"	"Oral"	"02040000"	"Hydrochlorothiazide"
"3701"	"Amiloride 2.5mg / hydrochlorothiazide 25mg tablets"	"Hydrochlorothiazide/Amiloride"	"2.5mg+25mg"	"Tablets"	"Oral"	"02020100/02020400"	"Hydrochlorothiazide/Amiloride"
"3711"	"Adipine MR 20 tablets (Chiesi Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"3712"	"Coracten XL 30mg capsules (UCB Pharma Ltd)"	"Nifedipine"	"30mg"	"Modified-release capsule"	"Oral"	"02060200"	"Nifedipine"
"3715"	"Prazosin 5mg tablets"	"Prazosin"	"5mg"	"Tablet"	"Oral"	"02050400/07040150"	"Prazosin"
"3720"	"Zestril 2.5mg tablets (AstraZeneca UK Ltd)"	"Lisinopril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"3793"	"Co-amilofruse 10mg/80mg tablets"	"Amiloride"	"10mg + 80mg"	"Tablet"	"Oral"	"02020400"	"Amiloride"
"3827"	"Propanix 40mg Tablet (Ashbourne Pharmaceuticals Ltd)"	"Propranolol"	"40mg"	"Tablet"	"Oral"	"02030202/02040000"	"Propranolol"
"3839"	"Capoten 50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Captopril"	"50mg"	"Tablet"	"Oral"	"02050501"	"Captopril"
"3902"	"FRUSEMIDE 20MG/SPIRONOLACTONE 50MG MG CAP"	"Spironolactone"	NA	NA	NA	"00000000"	"Spironolactone"
"3917"	"Istin 5mg tablets (Pfizer Ltd)"	"Amlodipine"	"5mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"3923"	"Terazosin BPH starter pack 7x1mg with 14x2mg with 7x5mg"	"Terazosin"	"7 X 1mg + 14 X 2mg + 7 X 5mg"	"Starter Pack"	"Oral"	"02050400/07040150"	"Terazosin"
"3924"	"Terazosin 5mg tablets"	"Terazosin"	"5mg"	"Tablet"	"Oral"	"02050400/07040150"	"Terazosin"
"3929"	"Quinapril 10mg tablets"	"Quinapril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Quinapril"
"3930"	"Nifedipine 60mg modified-release tablets"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"3943"	"Verapamil 240mg modified-release capsules"	"Verapamil"	"240mg"	"Modified-release capsule"	"Oral"	"02060200"	"Verapamil"
"3962"	"TRIAMTERENE 50MG HYDROCHLOROTHIAZIDE25MG TAB"	"Triamterene"	NA	"Tablet"	"Oral"	"00000000"	"Triamterene"
"3997"	"Hygroton 50mg tablets (Alliance Pharmaceuticals Ltd)"	"Chlortalidone"	"50mg"	"Tablet"	"Oral"	"02020100"	"Chlortalidone"
"4021"	"PROPRANOLOL 20 MG TAB"	"Propranolol"	NA	"Tablet"	"Oral"	"00000000"	"Propranolol"
"4034"	"Amiloride 5mg / hydrochlorothiazide 50mg/5ml solution"	"Hydrochlorothiazide/Amiloride"	"5mg + 50mg/5ml"	"Solution"	"Oral"	"02020100/02020400"	"Hydrochlorothiazide/Amiloride"
"4044"	"Diurexan 20mg tablets (Meda Pharmaceuticals Ltd)"	"Xipamide"	"20mg"	"Tablet"	"Oral"	"02020100"	"Xipamide"
"4068"	"Dytac 50mg capsules (AMCo)"	"Triamterene"	"50mg"	"Capsule"	"Oral"	"02020300"	"Triamterene"
"4089"	"Regaine regular strength 20mg/ml Cutaneous solution (Pharmacia Ltd)"	"Minoxidil"	"20mg/1ml"	"Liquid"	"Cutaneous"	"13090300"	"Minoxidil"
"4103"	"Trandolapril 1mg capsules"	"Trandolapril"	"1mg"	"Capsule"	"Oral"	"02050501"	"Trandolapril"
"4111"	"Hypovase 500microgram tablets (Pfizer Ltd)"	"Prazosin"	"500microgram"	"Tablet"	"Oral"	"02050400/07040150"	"Prazosin"
"4155"	"Amias 2mg tablets (Takeda UK Ltd)"	"Candesartan"	"2mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"4161"	"Spiroctan 25mg Tablet (Roche Products Ltd)"	"Spironolactone"	"25mg"	"Tablet"	"Oral"	"02020300"	"Spironolactone"
"4211"	"Furosemide with amiloride 20mg+2.5mg Tablet"	"Amiloride"	"20mg+2.5mg"	"Tablet"	"Oral"	"02020200/02020400"	"Amiloride"
"4215"	"Catapres 100microgram tablets (Boehringer Ingelheim Ltd)"	"Clonidine"	"100microgram"	"Tablet"	"Oral"	"02050200"	"Clonidine"
"4226"	"Cozaar 25mg tablets (Merck Sharp & Dohme Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"4227"	"Adalat la 60mg Tablet (Bayer Plc)"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"4239"	"Adipine MR 10 tablets (Chiesi Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"4265"	"Celectol 200mg Tablet (Pantheon Healthcare Ltd)"	"Celiprolol"	"200mg"	"Tablet"	"Oral"	"02040000"	"Celiprolol"
"4308"	"Dilzem sr 90mg Capsule (Elan Pharma)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"4332"	"Metolazone 5mg tablets"	"Metolazone"	"5mg"	"Tablet"	"Oral"	"02020100"	"Metolazone"
"4334"	"Metolazone 500microgram low dose Tablet"	"Metolazone"	"500microgram"	"Tablet"	"Oral"	"02020100"	"Metolazone"
"4374"	"Debrisoquine 20mg tablets"	"Debrisoquine"	"20mg"	"Tablets"	"Oral"	"02050300"	"Debrisoquine"
"4375"	"Debrisoquine 10mg tablets"	"Debrisoquine"	"10mg"	"Tablet"	"Oral"	"00000000"	"Debrisoquine"
"4406"	"Decaserpyl plus Tablet (Roussel Laboratories Ltd)"	"Methoserpidine"	NA	"Tablet"	"Oral"	"02050200"	"Methoserpidine"
"4408"	"Slozem 240mg capsules (Merck Serono Ltd)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"4429"	"Trasidrex modified-release tablets (Mercury Pharma Group Ltd)"	"Cyclopenthiazide"	"160mg + 250microgram"	"Modified-release tablet"	"Oral"	"02040000"	"Cyclopenthiazide"
"4449"	"Cardura 1mg tablets (Pfizer Ltd)"	"Doxazosin"	"1mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"4507"	"HYDRALAZINE HCl 12.5 MG TAB"	"Hydralazine"	NA	"Tablet"	"Oral"	"00000000"	"Hydralazine"
"4540"	"Cozaar-Comp 50mg/12.5mg tablets (Merck Sharp & Dohme Ltd)"	"Hydrochlorothiazide/Losartan"	"50mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"4542"	"Atenolol 50mg / Nifedipine 20mg modified-release capsules"	"Nifedipine/Atenolol"	"50mg + 20mg"	"Modified-release capsule"	"Oral"	"02040000/02060200"	"Nifedipine/Atenolol"
"4571"	"Staril 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Fosinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Fosinopril"
"4588"	"Visken 5mg Tablet (Sovereign Medical Ltd)"	"Pindolol"	"5mg"	"Tablet"	"Oral"	"02040000"	"Pindolol"
"4605"	"Moducren tablets (Merck Sharp & Dohme Ltd)"	"Hydrochlorothiazide/Amiloride/Timolol"	"10mg + 25mg + 2.5mg"	"Tablet"	"Oral"	"00000000"	"Hydrochlorothiazide/Amiloride/Timolol"
"4635"	"Diltiazem 200mg modified-release capsules"	"Diltiazem"	"200mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"4637"	"Terazosin 2mg tablets"	"Terazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Terazosin"
"4645"	"Valsartan 160mg capsules"	"Valsartan"	"160mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"4661"	"Spironolactone 50mg / Furosemide 20mg capsules"	"Spironolactone"	"50mg + 20mg"	"Capsule"	"Oral"	"02020400"	"Spironolactone"
"4685"	"Amias 4mg tablets (Takeda UK Ltd)"	"Candesartan"	"4mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"4694"	"Terazosin 2mg tablets and Terazosin 1mg tablets"	"Terazosin"	NA	"Not applicable"	"Route of administration not applicable"	"02050400/07040150"	"Terazosin"
"4732"	"Diltiazem 90mg modified-release tablets"	"Diltiazem"	"90mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"4741"	"Candesartan 16mg tablets"	"Candesartan"	"16mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"4796"	"Inderetic 80mg/2.5mg capsules (AstraZeneca UK Ltd)"	"Bendroflumethiazide/Propranolol"	"80mg + 2.5mg"	"Capsule"	"Oral"	"00000000"	"Bendroflumethiazide/Propranolol"
"4802"	"Cardura 2mg tablets (Pfizer Ltd)"	"Doxazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"4808"	"Diltiazem 240mg modified-release capsules"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"4818"	"Candesartan 8mg tablets"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"4852"	"Adizem sr 120mg Modified-release tablet (Napp Pharmaceuticals Ltd)"	"Diltiazem"	"120mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"4856"	"Coracten SR 20mg capsules (UCB Pharma Ltd)"	"Nifedipine"	"20mg"	"Modified-release capsule"	"Oral"	"02060200"	"Nifedipine"
"4873"	"Fru-Co 5mg/40mg tablets (Teva UK Ltd)"	"Amiloride"	"5mg + 40mg"	"Tablet"	"Oral"	"02020400"	"Amiloride"
"4875"	"Terazosin 10mg tablets"	"Terazosin"	"10mg"	"Tablet"	"Oral"	"02050400/07040150"	"Terazosin"
"4923"	"Diltiazem 24hr 180mg modified-release capsules"	"Diltiazem"	"180mg"	"24 Hour Modified Release Capsules"	"Oral"	"02060200"	"Diltiazem"
"4939"	"Coracten XL 60mg capsules (UCB Pharma Ltd)"	"Nifedipine"	"60mg"	"Modified-release capsule"	"Oral"	"02060200"	"Nifedipine"
"4960"	"Aldactone 50mg tablets (Pfizer Ltd)"	"Spironolactone"	"50mg"	"Tablet"	"Oral"	"02020300"	"Spironolactone"
"4983"	"Atenolol with amiloride and hydrochlorothiazide capsules"	"Hydrochlorothiazide/Amiloride/Atenolol"	NA	"Capsules"	"Oral"	"02020100/02040000"	"Hydrochlorothiazide/Amiloride/Atenolol"
"4993"	"Moxonidine 200microgram tablets"	"Moxonidine"	"200microgram"	"Tablet"	"Oral"	"02050200"	"Moxonidine"
"5013"	"Amias 8mg tablets (Takeda UK Ltd)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"5047"	"Trandolapril 2mg capsules"	"Trandolapril"	"2mg"	"Capsule"	"Oral"	"02050501"	"Trandolapril"
"5054"	"Angitil SR 180 capsules (Ethypharm UK Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"5112"	"Indapamide 1.5mg modified-release tablets"	"Indapamide"	"1.5mg"	"Modified-release tablet"	"Oral"	"02020100"	"Indapamide"
"5117"	"Amias 16mg tablets (Takeda UK Ltd)"	"Candesartan"	"16mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"5158"	"Lacidipine 2mg tablets"	"Lacidipine"	"2mg"	"Tablet"	"Oral"	"02060200"	"Lacidipine"
"5159"	"Quinapril 20mg tablets"	"Quinapril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Quinapril"
"5162"	"Nifedipine 30mg modified-release capsules"	"Nifedipine"	"30mg"	"Modified-release capsule"	"Oral"	"02060200"	"Nifedipine"
"5181"	"Angiopine MR 20mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"5183"	"Hypovase 2mg tablets (Pfizer Ltd)"	"Prazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Prazosin"
"5189"	"Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets"	"Enalapril/Hydrochlorothiazide"	"20mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Enalapril/Hydrochlorothiazide"
"5194"	"Dilzem sr 120mg Capsule (Elan Pharma)"	"Diltiazem"	"120mg"	"Capsule"	"Oral"	"02060200"	"Diltiazem"
"5220"	"Furosemide with amiloride 80mg+10mg Tablet"	"Amiloride"	"80mg+10mg"	"Tablet"	"Oral"	"02020200/02020400"	"Amiloride"
"5234"	"Slozem 180mg capsules (Merck Serono Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"5275"	"Tritace 2.5mg capsules (Sanofi)"	"Ramipril"	"2.5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"5277"	"Fortipine LA 40 tablets (AMCo)"	"Nifedipine"	"40mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"5284"	"Pindolol 5mg tablets"	"Pindolol"	"5mg"	"Tablet"	"Oral"	"02040000"	"Pindolol"
"5289"	"Clonidine 250microgram modified-release capsules"	"Clonidine"	"250microgram"	"Modified-release capsule"	"Oral"	"00000000"	"Clonidine"
"5296"	"Tildiem la 300mg Modified-release capsule (Sanofi)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"5319"	"Timoptol-LA 0.25% ophthalmic gel-forming solution (Santen UK Ltd)"	"Timolol"	"2.5mg/1ml"	"Eye gel"	"Ocular"	"11065000"	"Timolol"
"5326"	"Diltiazem 24hr 300mg modified-release capsules"	"Diltiazem"	"300mg"	"24 Hour Modified Release Capsules"	"Oral"	"02060200"	"Diltiazem"
"5330"	"Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)"	"Bendroflumethiazide/Nadolol"	"40mg + 5mg"	"Tablet"	"Oral"	"00000000"	"Bendroflumethiazide/Nadolol"
"5337"	"Hytrin bph 5mg Tablet (Amdipharm Plc)"	"Terazosin"	"5mg"	"Tablet"	"Oral"	"02050400/07040150"	"Terazosin"
"5348"	"Diltiazem 300mg modified-release capsules"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"5416"	"Co-triamterzide 50mg/25mg tablets"	"Hydrochlorothiazide/Triamterene"	"25mg + 50mg"	"Tablet"	"Oral"	"02020400"	"Hydrochlorothiazide/Triamterene"
"5477"	"Nicardipine 30mg modified-release capsules"	"Nicardipine"	"30mg"	"Modified-release capsule"	"Oral"	"02060200"	"Nicardipine"
"5478"	"Propranolol 10mg/5ml oral solution sugar free"	"Propranolol"	"2mg/1ml"	"Oral solution"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"5496"	"Doxazosin 8mg modified-release tablets"	"Doxazosin"	"8mg"	"Modified-release tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"5513"	"Dilzem sr 60mg Capsule (Elan Pharma)"	"Diltiazem"	"60mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"5570"	"Zanidip 10mg tablets (Recordati Pharmaceuticals Ltd)"	"Lercanidipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"5593"	"Lercanidipine 10mg tablets"	"Lercanidipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"5612"	"Coversyl 2mg tablets (Servier Laboratories Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"5618"	"Cardura XL 8mg tablets (Pfizer Ltd)"	"Doxazosin"	"8mg"	"Modified-release tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"5721"	"Co-tenidone 100mg/25mg tablets"	"Chlortalidone/Atenolol"	"100mg + 25mg"	"Tablet"	"Oral"	"02020100/02040000"	"Chlortalidone/Atenolol"
"5723"	"Cozaar 50mg tablets (Merck Sharp & Dohme Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"5727"	"Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets"	"Cyclopenthiazide/Amiloride"	"2.5mg + 250microgram"	"Tablet"	"Oral"	"02020400"	"Cyclopenthiazide/Amiloride"
"5735"	"Tritace 5mg capsules (Sanofi)"	"Ramipril"	"5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"5800"	"Coversyl 4mg tablets (Servier Laboratories Ltd)"	"Perindopril"	"4mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"5806"	"Tensipine MR 20 tablets (Thornton & Ross Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"5815"	"Indoramin 25mg tablets"	"Indoramin"	"25mg"	"Tablet"	"Oral"	"02050400/07040150"	"Indoramin"
"5861"	"Fosinopril 20mg tablets"	"Fosinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Fosinopril"
"5914"	"Istin 10mg tablets (Pfizer Ltd)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"5988"	"Telmisartan 40mg tablets"	"Telmisartan"	"40mg"	"Tablet"	"Oral"	"02050502"	"Telmisartan"
"6066"	"Atenolol 25mg/5ml oral solution sugar free"	"Atenolol"	"5mg/1ml"	"Oral solution"	"Oral"	"02040000"	"Atenolol"
"6078"	"Perindopril erbumine 8mg tablets"	"Perindopril"	"8mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"6217"	"Olmesartan medoxomil 10mg tablets"	"Olmesartan"	"10mg"	"Tablet"	"Oral"	"02050502"	"Olmesartan"
"6243"	"Telmisartan 20mg tablets"	"Telmisartan"	"20mg"	"Tablet"	"Oral"	"02050502"	"Telmisartan"
"6261"	"Tritace 1.25mg tablets (Sanofi)"	"Ramipril"	"1.25mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"6265"	"Diazoxide 50mg tablets"	"Diazoxide"	"50mg"	"Tablet"	"Oral"	"06010400"	"Diazoxide"
"6285"	"Olmesartan medoxomil 20mg tablets"	"Olmesartan"	"20mg"	"Tablet"	"Oral"	"02050502"	"Olmesartan"
"6288"	"Ramipril 5mg tablets"	"Ramipril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"6309"	"Adizem xl 300mg Capsule (Napp Pharmaceuticals Ltd)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"6314"	"Ramipril 2.5mg tablets"	"Ramipril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"6351"	"Olmesartan medoxomil 40mg tablets"	"Olmesartan"	"40mg"	"Tablet"	"Oral"	"02050502"	"Olmesartan"
"6359"	"Zestoretic 10- 10mg+12.5mg Tablet (AstraZeneca UK Ltd)"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Hydrochlorothiazide/Lisinopril"
"6362"	"Tritace 5mg tablets (Sanofi)"	"Ramipril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"6364"	"Tritace 2.5mg tablets (Sanofi)"	"Ramipril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"6408"	"Tanatril 5mg tablets (Mitsubishi Tanabe Pharma Europe Ltd)"	"Imidapril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Imidapril"
"6437"	"Losartan 50mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Losartan"	"50mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"6468"	"Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Lisinopril"	"20mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Hydrochlorothiazide/Lisinopril"
"6477"	"Amlodipine maleate 10mg tablets"	"Amlodipine"	"10mg"	"Tablets"	"Oral"	"02060200"	"Amlodipine"
"6510"	"Univer 120mg modified-release capsules (Teva UK Ltd)"	"Verapamil"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Verapamil"
"6518"	"Diovan 160mg capsules (Novartis Pharmaceuticals UK Ltd)"	"Valsartan"	"160mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"6694"	"Clonidine 300microgram tablets"	"Clonidine"	"300microgram"	"Tablet"	"Oral"	"02050200"	"Clonidine"
"6765"	"Quinapril 5mg tablets"	"Quinapril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Quinapril"
"6786"	"Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Hydrochlorothiazide/Lisinopril"
"6794"	"Perindopril erbumine 4mg / Indapamide 1.25mg tablets"	"Indapamide/Perindopril"	"4mg + 1.25mg"	"Tablet"	"Oral"	"02020100/02050500/02050501"	"Indapamide/Perindopril"
"6806"	"Zestril 10mg tablets (AstraZeneca UK Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"6807"	"Zestril 5mg tablets (AstraZeneca UK Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"6815"	"Spironolactone 50mg/5ml oral suspension sugar free"	"Spironolactone"	"50mg/5ml"	"Suspension Sugar-free"	"Oral"	"02020300"	"Spironolactone"
"6816"	"Chlorothiazide 250mg/5ml oral suspension"	"Chlorothiazide"	"50mg/1ml"	"Oral suspension"	"Oral"	"02020100"	"Chlorothiazide"
"6856"	"Amlodipine 10mg tablets"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"6877"	"Co-Diovan 160mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Hydrochlorothiazide/Valsartan"	"160mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Valsartan"
"6939"	"Eprosartan 300mg tablets"	"Eprosartan"	"300mg"	"Tablet"	"Oral"	"02050502"	"Eprosartan"
"7043"	"Candesartan 32mg tablets"	"Candesartan"	"32mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"7066"	"Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Metoprolol"	"100mg + 12.5mg"	"Tablet"	"Oral"	"00000000"	"Hydrochlorothiazide/Metoprolol"
"7136"	"Dytide capsules (Mercury Pharma Group Ltd)"	"Triamterene"	"50mg + 25mg"	"Capsule"	"Oral"	"00000000"	"Triamterene"
"7174"	"Moxonidine 400microgram tablets"	"Moxonidine"	"400microgram"	"Tablet"	"Oral"	"02050200"	"Moxonidine"
"7280"	"Plendil 10mg modified-release tablets (AstraZeneca UK Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"7314"	"Accupro 5mg tablets (Pfizer Ltd)"	"Quinapril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Quinapril"
"7333"	"Minoxidil 2% solution"	"Minoxidil"	"20mg/1ml"	"Liquid"	"Cutaneous"	"02050100/13090300"	"Minoxidil"
"7338"	"Aprovel 75mg tablets (Sanofi)"	"Irbesartan"	"75mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
